Časová pečiatka,Meno,Víťaz veľkej ceny (1. miesto),Runner up veľkej ceny (2. miesto),Kto skončí na treťom mieste?,Najrýchlejšie kolo,Posledné miesto zo všetkých ktorí dokončili veľkú cenu,Jazdec ktorí skončí ako DNF,V závode bude červená vlajka ,V závode bude safety car,Bude v zavode VSC?,V závode bude havária 2 a viacerých jazdcov,Závod vyhrá ten kto štartoval z pole position (1. miesto),Bude havária na štarte,Bude havária na štarte,Dvaja jazdci rovnakého tímu budú na pódiu (meno tímu),Jazdec s najviac bodmi po poslednom závode (meno jazdca),Tím s najviac bodmi po poslednom závode (meno tímu),Username
1.4.2023 23:23:30,OG,Verstappen,Russell,Hamilton,Verstappen,Bottas,Sargeant,Nie,Áno,Nie,Nie,Áno,Nie,Mercedes,Verstappen,Red Bull
1.4.2023 23:47:13,Kajlo,Verstappen,Hamilton,Russell,Verstappen,Zhou,Perez,Nie,Áno,Áno,Nie,Áno,Nie,Mercedes,Verstappen,Red Bull
2.4.2023 1:34:06,Hrici,Verstappen,Russell,Alonso,Verstappen,Bottas,Perez,Nie,Áno,Áno,Nie,Áno,Nie,nie,Verstappen,Red Bull
2.4.2023 2:55:26,Wonde,Verstappen,Hamilton,Perez,Verstappen,Sargeant,Albon,Nie,Áno,Nie,Nie,Áno,Nie,Red Bull,Verstappen,Red Bull
2.4.2023 10:05:47,Tome,Verstappen,Hamilton,Alonso,Perez,Sargeant,Bottas,Nie,Nie,Áno,Nie,Áno,Nie,nie,Verstappen,
Null, Sasu, , , , , , , , , , , , , , , 
